"xcoord","ycoord","lon","lat"
1008917,239252,-73.9108747533,40.823332568
999191,229398,-73.9460380433,40.7963078828
985538,180838,-73.9953574639,40.6630351228
998360,198866,-73.9491034112,40.7125066875
997852,235911,-73.9508608725,40.8141864341
998284,235379,-73.9493013247,40.812725567
994522,175735,-73.9629828288,40.6490226418
1044512,199094,-73.7826255788,40.7129385165
1008731,177616,-73.9117711014,40.6541576949
1044787,208169,-73.7815519816,40.7378452324
1022716,209632,-73.8611867402,40.7419843311
1031505,210650,-73.8294625668,40.7447358862
984086,149562,-74.0005903706,40.5771891146
961618,166624,-74.0815282835,40.6239919368
1027014,205091,-73.8457053303,40.7295006874
1014420,201414,-73.891161545,40.7194601439
1016325,212327,-73.8842372268,40.7494069128
986219,201582,-73.992896768,40.7199724891
1005044,245866,-73.9248479227,40.8414960555
1013096,182837,-73.8960174306,40.6684750345
1032041,210399,-73.8275299977,40.7440440749
996103,223520,-73.9572012497,40.7801790317
1047965,213630,-73.7700324728,40.752811934
1042534,184647,-73.7898855043,40.673298209
1004728,253245,-73.9259674462,40.8617499527
1015782,210275,-73.8862066017,40.7437766456
1014789,210086,-73.8897910169,40.743261373
1011118,253303,-73.90286595,40.8618920097
1020291,182660,-73.8700822471,40.6679628431
995095,175964,-73.9609175428,40.6496505139
1004961,185307,-73.9253344517,40.6752773965
990778,223691,-73.9764285643,40.7806539184
1043249,186842,-73.7872887161,40.6793182349
937190,159039,-74.169473354,40.6030766332
990903,225773,-73.97597515,40.7863683612
1013091,169747,-73.8960914269,40.6325458707
1018622,241884,-73.8757958166,40.8305242167
1023332,239590,-73.8587894905,40.8242082634
1000172,179960,-73.9426119732,40.6606109849
1022990,211804,-73.8601854404,40.7479447238
1010023,181934,-73.9070982655,40.666005981
1051684,195299,-73.7567931903,40.7024704222
1020725,244141,-73.8681843058,40.8367105896
985443,173745,-73.9957011417,40.6435663985
1010635,253810,-73.9046101096,40.8632850276
1018069,214855,-73.8779302015,40.7563391274
997456,237609,-73.9522881364,40.8188475682
1020672,247919,-73.8683553218,40.8470803033
987301,149187,-73.9890171163,40.5761592899
1002820,189891,-73.9330403685,40.6878641808
1002858,189676,-73.9329039421,40.6872739755
1052750,196223,-73.7529391862,40.7049983872
1000091,156314,-73.9429594209,40.5957078555
1015294,240146,-73.887829666,40.8257662317
1008479,186164,-73.9126485821,40.6776207373
1005492,189380,-73.9234072973,40.686455594
1050789,157404,-73.7603949102,40.5984640592
1008096,239563,-73.9138400315,40.8241884289
996746,183741,-73.9549533723,40.6709944865
1039737,198104,-73.7998578443,40.7102524439
1009670,172908,-73.9084047138,40.6412326151
980772,194845,-74.0125435187,40.7014805599
984629,199921,-73.9986328386,40.7154136538
1009571,187460,-73.9087067906,40.6811749055
988950,193715,-73.9830500877,40.6983784093
946981,171285,-74.1342814873,40.636735899
1052454,187188,-73.7540982488,40.6802017845
1012194,242414,-73.8990213437,40.8320015905
1044948,188138,-73.7811515999,40.6828639624
989839,187800,-73.9798489371,40.6821425801
1004879,196127,-73.9255969391,40.7049759857
988837,194813,-73.983456859,40.701392222
1023057,239541,-73.8597833982,40.824074985
1004684,193854,-73.9263071463,40.698737588
989863,187846,-73.9797623671,40.6822688244
1021382,250229,-73.8657762887,40.8534176049
1035821,188008,-73.8140601506,40.6825650246
1017528,237750,-73.8797695146,40.8191817618
1000182,195540,-73.9425390939,40.7033745128
999873,197948,-73.9436479568,40.709984454
1015779,244747,-73.8860556073,40.8383929255
1006710,211321,-73.918942326,40.746675346
1000274,167978,-73.9422727929,40.6277227983
1000259,197019,-73.9422578669,40.7074338795
999654,196942,-73.9444401894,40.7072236067
985632,167109,-73.9950214578,40.6253519605
1057539,190770,-73.7357260061,40.6899928703
995507,175129,-73.9594341995,40.6473581059
1056272,195922,-73.740239585,40.7041442506
1021974,237720,-73.8637067009,40.8190815524
997637,224187,-73.9516609625,40.7820075794
1025255,269534,-73.851658128,40.9063866196
1011508,237996,-73.9015182252,40.8198775895
1021647,250439,-73.8648172042,40.8539928733
981689,199960,-74.0092382743,40.715520337
939724,153916,-74.1603141226,40.5890281486
985735,167235,-73.994650381,40.6256977874
1012105,183880,-73.8995854231,40.671341008
1019066,208962,-73.8743620394,40.7401604724
1005080,235987,-73.9247484862,40.8143809469
1033517,152846,-73.8226239375,40.5860661344
1003332,181311,-73.9312184941,40.6643129339
1052537,191811,-73.7537521483,40.6928901707
1009907,211727,-73.9074028785,40.7477810156
986877,211079,-73.9905193034,40.7460392489
1038433,202187,-73.8045285054,40.7214673552
1032190,244157,-73.8267513343,40.8366997099
1017797,240232,-73.8787852339,40.8259931252
1053940,156707,-73.7490554976,40.5965267254
997725,191435,-73.9514088063,40.6921113282
1023411,261914,-73.858373638,40.8854805536
1015046,251978,-73.8886714214,40.8582424573
1023626,262429,-73.8575930606,40.8868931085
998861,230597,-73.9472272852,40.7995993626
997237,172337,-73.9532053358,40.6396922997
1014574,240018,-73.8904317956,40.8254174097
984440,212258,-73.9993142673,40.7492756957
984622,159637,-73.998660312,40.6048429656
991444,217889,-73.9740299691,40.7647284292
1003466,250306,-73.9305382821,40.8536861179
998004,223387,-73.9503374025,40.7798112282
1050792,210513,-73.7598598298,40.7442357634
1007705,241515,-73.9152459612,40.8295471569
1033764,188851,-73.8214704728,40.6848906081
986803,214654,-73.990785008,40.7558517422
1015024,240325,-73.8888044266,40.8262584802
996601,173479,-73.9554948754,40.6428277541
1010167,240311,-73.9063542451,40.8262356412
1051750,188848,-73.7566197989,40.6847634854
1014316,253218,-73.891304831,40.8616483981
1032335,213279,-73.82644841,40.7519473413
1034300,188164,-73.8195429596,40.6830019392
1057688,190446,-73.7351922597,40.6891023339
997889,193376,-73.9508134881,40.6974386711
986249,202927,-73.9927881425,40.7236641825
1009226,257932,-73.9096887103,40.8746027529
1007763,245076,-73.9150238973,40.8393209155
997845,199431,-73.9509599412,40.7140582839
1013629,181580,-73.8941015795,40.6650230989
986079,180557,-73.9934075308,40.6622637447
989310,223285,-73.9817295543,40.7795405181
1021055,238892,-73.8670205291,40.8223022348
1030495,210854,-73.8331061199,40.7453011535
1007973,188078,-73.9144660957,40.682875601
989313,173006,-73.9817565316,40.6415366355
916798,125363,-74.242573256,40.5105110866
1021003,239176,-73.8672068535,40.82308195
994973,168827,-73.9613685406,40.6300611268
1018128,241228,-73.8775842098,40.828725595
1001241,176586,-73.9387674542,40.6513481092
999997,196983,-73.9432029467,40.7073355382
1044135,155461,-73.7843728999,40.5931783912
1006520,236780,-73.9195436408,40.8165539963
1033886,213389,-73.8208496407,40.7522406924
1010103,253477,-73.9065347363,40.8623726177
1007531,241772,-73.9158738135,40.8302530083
991812,227414,-73.9726907853,40.7908717349
1005778,182822,-73.9223970104,40.6684546819
987378,183500,-73.9887240344,40.6703412618
995856,176246,-73.958174619,40.650423578
1054415,204794,-73.7468446796,40.7285105834
1011678,235835,-73.900912856,40.8139457284
999706,227918,-73.9441814401,40.7922447983
1014015,250764,-73.892403908,40.854913929
991873,149698,-73.9725584143,40.577559132
1033516,210333,-73.8222074587,40.7438548277
995030,176922,-73.9611502541,40.6522800947
1000693,198669,-73.940688463,40.7119619413
989340,222945,-73.9816214891,40.7786072907
1021408,238422,-73.8657477159,40.8210107412
1011570,238214,-73.9012933351,40.8204757461
1006722,207926,-73.9189103605,40.7373568906
984753,200765,-73.9981854721,40.7177302254
1021793,215359,-73.8644856166,40.757707449
1001200,197406,-73.9388628437,40.7084943501
990178,190601,-73.9786242129,40.6898304634
984057,210538,-74.0006965107,40.7445547275
1007687,246038,-73.9152951997,40.841961526
1048111,188479,-73.7697441311,40.6837776713
1009629,215173,-73.9083931847,40.7572402098
1014037,209365,-73.8925080207,40.7412849742
1025398,203838,-73.8515435903,40.726069178
1025093,204021,-73.8526428762,40.7265728813
1045257,224658,-73.7797063571,40.7830999343
1009228,184353,-73.9099549689,40.672647871
1009752,190911,-73.9080411456,40.690646586
1008585,246392,-73.9120484118,40.842930723
991139,215615,-73.9751333363,40.7584871267
986437,170633,-73.992120369,40.6350244343
1031407,215795,-73.8297801549,40.7588581058
1018526,241350,-73.8761454432,40.8290589142
998494,228888,-73.9485564582,40.7949092223
1035182,152813,-73.8166297012,40.5859661457
1015568,244263,-73.886820411,40.8370652378
997221,221970,-73.9531673741,40.775923121
1052846,195151,-73.7526038619,40.702055267
994270,220213,-73.9638247669,40.7711044543
1007961,246006,-73.9143050367,40.8418729639
1015725,194864,-73.8864843755,40.7014774173
1002911,195468,-73.9326967906,40.7031715554
1001178,228894,-73.9388629283,40.7949209567
995733,176080,-73.9586181656,40.6499681044
1008279,236636,-73.9131893002,40.8161541474
999833,228147,-73.9437222548,40.7928731183
994827,175473,-73.9618841124,40.6483031496
1007752,245620,-73.915061745,40.8408140657
994964,179732,-73.9613836453,40.6599930086
995702,176279,-73.9587295439,40.6505143563
993166,229861,-73.9677977358,40.797586825
995366,177079,-73.9599390943,40.6527106101
1001226,176579,-73.9388215291,40.6513289245
1000004,228462,-73.9431039524,40.7937374048
988399,190426,-73.9850392202,40.6893511414
1005319,190473,-73.9240276685,40.6894560405
1011603,174539,-73.9014329732,40.6457035977
999696,224890,-73.9442245174,40.7839337687
989859,225747,-73.9797451916,40.7862977224
1057730,204117,-73.7348916234,40.7266254751
1012582,236196,-73.8976455199,40.8149337189
1057873,199122,-73.7344303328,40.7129142769
994663,170966,-73.9624820685,40.6359325977
996702,238102,-73.9550113424,40.8202018091
978602,172083,-74.0203506216,40.6390028444
1053481,200772,-73.7502559058,40.717478571
1042884,191779,-73.7885616953,40.6928715558
1000253,225889,-73.942210812,40.7866747657
985680,170901,-73.9948477382,40.6357601918
1012286,236294,-73.8987144632,40.8152036456
1002737,196277,-73.9333221219,40.7053924347
999474,226035,-73.945023564,40.7870768728
1006606,194094,-73.9193748831,40.699391685
1025146,244016,-73.8522082033,40.836348135
1014970,248728,-73.8889610566,40.8493224467
1003018,188626,-73.9323299449,40.6843916287
1040706,196148,-73.7963790644,40.7048775708
1017729,261460,-73.8789249198,40.884257852
1009729,187255,-73.9081379075,40.6806117739
995932,188438,-73.9578796056,40.6838878003
989710,215217,-73.9802918046,40.7573957164
990537,162382,-73.977355998,40.6123752054
991625,148692,-73.9734522722,40.5747980696
1010509,218526,-73.9052036841,40.7664407578
991545,227860,-73.9736545378,40.7920961091
1041561,193557,-73.79331738,40.6977604059
1004355,192382,-73.9274980399,40.6946980453
1014773,240158,-73.8897121227,40.8258009841
998156,187680,-73.9498623599,40.6818040486
1004182,216191,-73.9280513852,40.7600483156
992285,229203,-73.9709804648,40.7957816389
1005081,168210,-73.9249546428,40.62834959
1017882,260410,-73.8783768762,40.8813753506
1020120,213651,-73.8705335434,40.7530263743
1017376,260662,-73.8802054712,40.8820689253
1000189,238819,-73.9424112287,40.8221641675
978781,171018,-74.0197047936,40.636079759
1026938,224663,-73.8458552775,40.7832211217
946910,167343,-74.1345154918,40.6259156563
1002760,193531,-73.9332467143,40.6978552621
999965,228976,-73.9432435993,40.7951482649
1006261,242012,-73.9204621844,40.8309149956
997930,197286,-73.9506576866,40.7081706385
1034330,215469,-73.8192316314,40.7579472477
1011207,252824,-73.9025461212,40.8605770285
1014244,253377,-73.8915644149,40.8620850497
1016402,247804,-73.8837894593,40.8467812431
1005604,174910,-73.9230492904,40.6467384084
997050,238731,-73.9537528305,40.8219277388
948912,168799,-74.12731102,40.6299202777
1029689,213295,-73.8359983986,40.7520052503
1020179,213525,-73.8703212668,40.7526802971
1022174,238559,-73.8629793792,40.8213835116
996334,150512,-73.9564980718,40.5797884431
986654,189004,-73.9913319813,40.6854487235
1022803,239495,-73.8607014082,40.8239498405
998231,228413,-73.949507296,40.7936058961
1008410,182202,-73.9129115446,40.6667461296
1004213,175478,-73.9280601779,40.6483006897
1013703,250364,-73.8935334983,40.8538170954
988971,149425,-73.9830053423,40.5768118211
1005039,235908,-73.9248968495,40.8141642106
1016823,218141,-73.8824117157,40.765363024
1012370,253500,-73.8983388571,40.8624288156
998074,184626,-73.9501642726,40.6734216386
1020626,186479,-73.868854057,40.6784437588
1014086,254305,-73.8921314914,40.8646326626
1010566,179134,-73.9051518896,40.6583190068
1005961,190624,-73.9217122068,40.6898689491
999772,228043,-73.9439427956,40.7925877738
993971,229463,-73.9648908624,40.7964935744
1002681,194937,-73.933527767,40.7017145674
1001340,200668,-73.9383495956,40.7174474912
1031682,214999,-73.8287931218,40.7566718223
1003927,197329,-73.9290270241,40.7082773592
1006237,254210,-73.9205089104,40.8643949556
993316,217435,-73.9672727425,40.7634805949
1001940,184844,-73.9362267168,40.6740131184
929456,126097,-74.1970582204,40.5126129626
1000209,237623,-73.9423418116,40.8188814496
993838,229221,-73.9653715613,40.7958294954
1004632,245169,-73.926339059,40.8395839549
994922,177119,-73.9615391606,40.6528209476
1004943,235736,-73.925244193,40.8136923442
1013863,180554,-73.8932626192,40.6622061787
1050812,158005,-73.7603061664,40.6001135036
1050437,157953,-73.7616570671,40.5999735832
998991,177112,-73.9468749027,40.6527958956
1016215,247514,-73.8844667358,40.8459859581
988028,184013,-73.9863805955,40.6717490785
1001500,193105,-73.9377917875,40.6966885373
1016669,211718,-73.8829986241,40.7477341082
990518,223221,-73.9773678161,40.779364081
1007527,237050,-73.9159046484,40.8172924742
991411,154271,-73.9742166951,40.5901114945
988469,183736,-73.9847909973,40.6709885763
965690,157120,-74.0668334176,40.5979148854
983075,174633,-74.0042341518,40.6460037695
960749,163424,-74.0846475805,40.615206344
1006115,192783,-73.92114989,40.6957945234
1018457,185115,-73.8766808382,40.6747085377
1000530,196515,-73.9412816282,40.7060500243
1036017,216548,-73.8131339594,40.7608991034
1007709,178177,-73.9154524096,40.655700283
1009504,199078,-73.908904794,40.7130637861
1015315,182977,-73.8880178574,40.6688517949
995623,176651,-73.959013615,40.6515355171
1014760,184403,-73.8900120476,40.6727677728
1008864,242848,-73.9110530564,40.8332027033
995204,236035,-73.960426939,40.8145304596
1011011,210894,-73.9034218168,40.745491369
998635,177084,-73.9481579507,40.6527196271
1000034,228503,-73.9429955102,40.7938498852
1015394,182993,-73.8877330071,40.6688954338
981028,172597,-74.0116096122,40.6404148792
1000841,246627,-73.9400361943,40.8435936744
1000900,183769,-73.93997862,40.6710645023
999833,238171,-73.9436989872,40.8203862261
1040501,195476,-73.7971240525,40.7030343993
1009412,245306,-73.9090635441,40.8399476537
1009236,241853,-73.9097124771,40.8304706711
981154,171500,-74.0111551017,40.6374038936
1016415,215413,-73.8838976436,40.7578768654
1021808,250596,-73.8642343422,40.8544231076
1002465,156657,-73.934410154,40.59664476
1000102,199916,-73.9428173219,40.7153857367
1014520,183875,-73.8908796131,40.6713193562
1026987,258957,-73.8454598709,40.8773479284
996999,196888,-73.9540164581,40.7070796132
1006666,192861,-73.9191626016,40.6960072367
986588,212415,-73.9915618238,40.7497063141
1006217,194873,-73.9207752386,40.7015308311
1005266,184445,-73.9242375798,40.6729106823
1051732,202811,-73.7565447774,40.7230886269
1000932,231176,-73.9397457112,40.8011848919
1023036,208811,-73.8600366837,40.7397294956
1015532,237659,-73.8869813029,40.8189392866
999308,237228,-73.9455979153,40.8177988677
1020723,237496,-73.8682276579,40.81847199
1000835,177263,-73.9402289409,40.653207096
1032810,217366,-73.8247044937,40.7631624945
1009703,250560,-73.9079919152,40.8543674943
995187,179580,-73.9605801355,40.6595755295
947882,172170,-74.1310399283,40.6391687776
1044117,155693,-73.7844356563,40.5938153043
1012586,185459,-73.8978448281,40.6756734788
997216,220416,-73.9531884253,40.771657806
1014330,256242,-73.8912406445,40.8699483062
1012597,241475,-73.8975690289,40.8294230223
998138,239959,-73.9498192802,40.8252966064
1010354,170483,-73.9059494563,40.6345745219
997355,220665,-73.9526861036,40.7723410409
990153,155224,-73.9787453132,40.5927282155
1022505,242010,-73.8617637911,40.830854085
1001514,210793,-73.9376959303,40.7452377893
1035013,245497,-73.8165392816,40.8403618369
982184,176605,-74.007445504,40.6514163191
999619,176481,-73.9446130917,40.6510628706
987920,198585,-73.9867619887,40.7117458995
998000,196733,-73.9504063333,40.706652676
1002369,168848,-73.9347231248,40.6301067271
945650,172370,-74.1390833251,40.6397082883
1015805,244156,-73.8859644251,40.8367707104
1030534,216764,-73.8329246926,40.7615223707
995320,174418,-73.9601092407,40.6454068004
1006044,247920,-73.9212271258,40.8471312697
1045171,215377,-73.7801010277,40.7576266809
1000590,197590,-73.9410626128,40.709000534
1052890,179947,-73.7526000412,40.6603235676
1015197,247285,-73.8881472149,40.8453610474
1017035,245577,-73.8815124277,40.8406664584
1003594,183584,-73.9302675873,40.6705512423
988493,185260,-73.9847035207,40.6751716027
1011296,251746,-73.9022287219,40.8576179718
1012103,181178,-73.8996037965,40.6639246309
1000316,233032,-73.9419662208,40.8062802424
999475,227093,-73.9450175547,40.7899807968
995333,177805,-73.9600568298,40.6547033628
1003105,176704,-73.932049602,40.6516682208
1030892,215858,-73.8316386784,40.7590337562
1041287,197733,-73.7942701422,40.7092242835
986944,214915,-73.9902759673,40.7565680788
997374,174974,-73.9527065686,40.6469300946
1012687,186366,-73.8974768826,40.6781626635
1023203,238742,-73.8592605134,40.8218813165
992418,226644,-73.9705032288,40.7887577525
995768,196950,-73.9584563654,40.7072514766
1001119,247353,-73.9390296104,40.8455858043
1033079,218337,-73.8237263865,40.7658261519
1016609,246359,-73.8830482501,40.8428143895
1014122,184273,-73.8923125989,40.672413128
1009245,189619,-73.9098741527,40.6871017912
1014092,251307,-73.8921231473,40.8564040408
1053800,190232,-73.7492140053,40.688546362
999375,195316,-73.9454501505,40.7027611017
1000577,228029,-73.9410355988,40.792547897
980436,174395,-74.0137437418,40.6453497676
989989,205229,-73.9792932597,40.7299809762
1016456,210242,-73.883774416,40.74368364
999591,240977,-73.9445669117,40.8280883217
1014162,185682,-73.8921621476,40.6762803781
1010223,247770,-73.9061230171,40.8467082605
999516,241317,-73.9448371426,40.8290216543
1003842,176803,-73.9293932857,40.6519383543
1029778,218145,-73.8356443305,40.7653167785
1005984,238108,-73.9214757829,40.8202003164
1003315,190105,-73.9312548947,40.6884505091
966871,162682,-74.0625950227,40.6131838306
1016724,245875,-73.8826349619,40.8414855299
1008619,178758,-73.9121706197,40.6572925423
1009030,188629,-73.9106530305,40.6843850736
1021743,259013,-73.864422214,40.8775254656
1053552,197776,-73.7500306228,40.7092547431
1001695,231502,-73.9369889592,40.8020781989
1011351,247903,-73.9020454322,40.8470699161
998865,153771,-73.9473795249,40.5887299383
987474,204369,-73.9883679793,40.7276217605
999686,237911,-73.9442306926,40.8196728577
1022161,183944,-73.8633342082,40.671479322
1007149,192011,-73.91742368,40.6936729483
1001637,237719,-73.9371823508,40.8191422472
987692,156556,-73.9876058549,40.5963855849
1003078,169545,-73.9321668844,40.6320183656
1004346,180436,-73.9275661175,40.6619090099
1016116,244019,-73.8848411646,40.8363935687
981774,170660,-74.0089208907,40.6350984675
990262,154793,-73.978353225,40.5915451337
1007425,178960,-73.9164732705,40.6578501932
1010551,248029,-73.9049364767,40.847418168
1001376,201331,-73.9382180425,40.7192671968
1017631,180181,-73.8796830667,40.6611689731
1019789,186294,-73.871872654,40.6779393761
1006234,179017,-73.9207656533,40.6580096826
1015648,237503,-73.8865629369,40.8185106993
1004660,194093,-73.9263929752,40.6993936424
1005881,243438,-73.9218307338,40.8348298924
1016280,243941,-73.8842488669,40.8361788882
1009266,236821,-73.9096228317,40.8166591804
1000444,225967,-73.9415208951,40.7868885068
1012555,186266,-73.897953198,40.6778886093
1015534,183021,-73.8872282097,40.6689717939
948051,172471,-74.1304326091,40.6399956496
1010965,248322,-73.9034389302,40.8482211232
993408,216561,-73.9669418233,40.7610815951
985042,159942,-73.9971477253,40.6056801008
1008255,181590,-73.9134724449,40.6650667479
996021,236111,-73.9574752642,40.8147380075
1004684,163156,-73.9264001646,40.6144783437
1005073,185294,-73.9249307191,40.6752414517
1003503,220472,-73.9304901107,40.771800054
1022294,256134,-73.8624461037,40.8696211473
1010268,185311,-73.9062021012,40.6752743687
1010424,194389,-73.9056044364,40.7001909215
1018162,211923,-73.8776093048,40.7482911816
1007127,243459,-73.9173279185,40.8348843916
998701,180660,-73.9479124304,40.662534853
1053458,158231,-73.7507754935,40.6007135572
998426,177070,-73.9489111943,40.6526815372
1008186,237870,-73.9135208842,40.8195413815
947463,171423,-74.1325455797,40.6371166941
1009737,212022,-73.9080152968,40.7485912076
1026997,205368,-73.8457649073,40.7302610657
1011009,248494,-73.9032792064,40.8486930789
1053475,192155,-73.7503661356,40.6938270801
995827,232780,-73.9581818669,40.8055955944
1010854,169893,-73.9041503252,40.6329536105
984210,213686,-74.0001443733,40.7531951966
1016666,179804,-73.8831630763,40.6601377776
1010337,251098,-73.9056980256,40.8558422925
948906,145040,-74.1272083343,40.5647066682
1016773,209916,-73.8826319985,40.7427876921
992074,150516,-73.9718338995,40.5798042056
1027326,262872,-73.8442088466,40.8880917171
999821,243720,-73.9437294642,40.8356166644
1013677,253958,-73.8936117044,40.8636816263
988199,204138,-73.9857523534,40.7269874278
980733,172827,-74.0126726854,40.6410460677
994009,198881,-73.9647980052,40.712553728
995482,235895,-73.9594228544,40.8141458497
1003653,179988,-73.93006525,40.6606808949
1046052,190803,-73.7771466677,40.690171114
1004482,175500,-73.9270907284,40.6483604645
998164,177307,-73.9498549255,40.653332466
983161,201903,-74.0039286551,40.7208537089
989621,192975,-73.9806308074,40.6963468998
1007263,164387,-73.9171068493,40.6178508593
1032851,214599,-73.8245764924,40.7555675779
1001861,231257,-73.9363900129,40.8014054119
1000253,200726,-73.9422706964,40.7176087203
980155,170246,-74.0147538066,40.6339615249
1025251,208069,-73.852048163,40.737682901
987465,160466,-73.9884213881,40.6071178259
996635,226582,-73.9552746621,40.7885826756
1042835,197097,-73.7886921319,40.7074685048
1017050,241110,-73.8814800597,40.8284057881
1013521,254295,-73.8941742233,40.8646071072
1004711,235318,-73.9260835931,40.8125455916
1001286,234611,-73.9384583703,40.8106123423
992609,212095,-73.969831573,40.748824353
1021518,206100,-73.8655295536,40.7322950057
989674,189776,-73.9804422517,40.6875663512
1014389,239175,-73.8911040329,40.8231042489
997609,230437,-73.9517496366,40.7991621879
1010244,181407,-73.9063036782,40.6645588377
999982,240293,-73.9431556786,40.8262102493
1013555,238404,-73.894120743,40.8209908799
979747,173530,-74.0162259745,40.6429752053
1028857,204139,-73.8390620187,40.7268785818
999867,238244,-73.9435759761,40.8205865304
1025763,268749,-73.8498252323,40.904229676
1000031,244647,-73.9429683846,40.8381606376
1004278,242277,-73.9276270565,40.8316470636
1014610,183416,-73.8905572396,40.6700591966
1012811,214911,-73.8969087138,40.7565113809
999835,243857,-73.9436785526,40.835992665
1000988,217972,-73.9395763404,40.7649433248
1018032,240712,-73.8779336969,40.8273096914
997007,172321,-73.9540341003,40.6396487173
1000309,170874,-73.9421398126,40.6356716405
1010288,199020,-73.9060770074,40.7129023175
1041312,207622,-73.7940961257,40.7363669598
989645,193667,-73.980543703,40.6982462641
1007590,235144,-73.9156836697,40.8120608732
1020907,253336,-73.8674763115,40.8619473643
1000076,244325,-73.942806517,40.8372767606
1002850,251332,-73.9327621423,40.8565035002
929583,138242,-74.1966995638,40.5459494312
1013073,238686,-73.8958610009,40.8217664756
992288,228985,-73.9709698908,40.7951832853
1009521,250900,-73.9086485307,40.8553012153
1012603,253952,-73.8974945898,40.8636686729
999626,243693,-73.9444342176,40.8355428989
1011372,210982,-73.9021186446,40.745731807
953497,174155,-74.1108172249,40.6446384477
1053238,188477,-73.7512584447,40.6837337065
1004399,186729,-73.9273562744,40.6791817609
1001845,248186,-73.9364034109,40.8478707267
938642,153174,-74.1642048044,40.5869860089
1016257,210241,-73.8844925747,40.7436816177
1019255,213885,-73.8736543862,40.753672111
940369,155770,-74.1580038709,40.5941202153
1020965,255647,-73.8672539672,40.8682901103
951721,170488,-74.1171992843,40.6345669812
1009027,190611,-73.9106565585,40.6898252149
984309,158876,-73.9997875293,40.6027541832
1023268,259043,-73.8589075226,40.8776011961
999837,173329,-73.9438347452,40.6424109325
1054748,186881,-73.7458307504,40.6793411699
1005926,183419,-73.9218615885,40.6700929518
1051002,192864,-73.759277006,40.6957921116
1006273,254931,-73.9203763879,40.8663737914
1024736,207570,-73.8539095366,40.7363156438
1024828,207327,-73.8535790283,40.7356482481
1009669,190969,-73.9083402201,40.6908060214
1001403,237301,-73.9380288396,40.8179954125
1004689,243002,-73.9261396635,40.8336360377
1020852,255501,-73.8676633246,40.8678898546
951120,171269,-74.1193684691,40.6367084306
1002191,231995,-73.935196099,40.8034303551
1001100,190312,-73.9392412826,40.6890231705
1038210,186003,-73.8054626649,40.6770475265
1011256,181413,-73.9026558662,40.6645722774
1002641,231749,-73.9335713482,40.8027542276
994275,198125,-73.9638396341,40.7104783906
1055917,190199,-73.7415808421,40.6884388962
997848,196438,-73.9509551643,40.7058432056
1013950,209895,-73.8928196361,40.7427399836
1053364,196671,-73.7507200695,40.7062232621
1049282,155243,-73.7658423505,40.5925437568
1010135,195121,-73.9066438899,40.7022009391
1037311,187650,-73.8086907738,40.6815735919
1004430,192327,-73.9272277424,40.6945469124
1025713,246377,-73.8501445608,40.8428257397
1001846,221228,-73.9364704635,40.7738785294
1020968,210109,-73.8674921797,40.7433010059
998524,241393,-73.9484215179,40.8292319114
999653,228243,-73.9443721015,40.7931369279
1020474,218651,-73.8692289033,40.7667486346
999365,191140,-73.9454955878,40.6912989725
979790,173579,-74.016071062,40.6431097215
947512,162205,-74.1323188609,40.6118154473
990140,201569,-73.9787516437,40.7199350656
1009334,194226,-73.9095360853,40.6997466817
1003363,169331,-73.931140699,40.6314303707
990939,203012,-73.9758677926,40.7238951838
932512,130238,-74.1860994578,40.5239975661
986291,215593,-73.9926327746,40.7584291906
1004667,188668,-73.9263841724,40.684503259
1006170,190261,-73.9209597542,40.6888720828
1011372,254273,-73.9019437564,40.8645535881
983023,207693,-74.004427557,40.736745827
940510,154382,-74.157487183,40.5903111368
1053736,199923,-73.7493447868,40.7151462798
984031,208847,-74.0007902861,40.7399133535
981781,177315,-74.0088981057,40.6533650112
1032682,261112,-73.8248508033,40.8832333082
1039318,192206,-73.8014174045,40.694066476
1009231,191525,-73.9099175656,40.6923333594
956221,153040,-74.1009137535,40.586691223
1001334,231897,-73.9382918795,40.8031630707
997792,239251,-73.951070891,40.823353885
1000909,230587,-73.939830247,40.7995682916
986170,215374,-73.9930696006,40.7578281187
1049803,185193,-73.7636754849,40.6747460094
1009895,255417,-73.9072792856,40.8676979333
1030770,247649,-73.831858786,40.8462918073
1001128,232587,-73.9390342253,40.8050573265
997697,236000,-73.9514206532,40.8144309515
1000198,241061,-73.9423733821,40.8283178025
1034007,188942,-73.8205936334,40.6851390191
974925,164169,-74.0335884888,40.6172774743
975100,164730,-74.0329589022,40.6188174851
1042065,185538,-73.7915686055,40.675746872
1008453,181997,-73.9127572806,40.666183333
997203,237795,-73.9532018391,40.8193584603
1002826,197707,-73.9329971768,40.7093172593
985549,184661,-73.9953170783,40.6735284039
1000404,232365,-73.9416499513,40.8044493511
1016372,255626,-73.8838604076,40.8682503807
991526,217207,-73.9737346909,40.762856448
1007870,189262,-73.9148333142,40.6861256846
1004236,191527,-73.9279297102,40.6923515384
1000978,191112,-73.9396792108,40.6912192172
1012012,253892,-73.8996314957,40.8635058696
1010445,181444,-73.9055790232,40.6646598021
1053342,186563,-73.7509030909,40.6784794214
1012281,240472,-73.8987150743,40.8266710841
1030346,245266,-73.8334076621,40.8397534049
982625,208974,-74.0058640259,40.7402617904
938594,154904,-74.1643893097,40.5917342577
1053590,183189,-73.7500436934,40.6692166482
991267,225568,-73.9746609127,40.7858054094
1032153,215172,-73.8270918085,40.757144123
